,CHURN,AREA,VMAIL,VMAIL_MSGS,DAY_MINS,DAY_CALLS,DAY_CHARGE,EVE_MINS,EVE_CALLS,EVE_CHARGE,NIGHT_MINS,NIGHT_CALLS,NIGHT_CHARGE,INTL_MINS,INTL_CALLS,INTL_CHARGE,SVC_CALLS
2586,0,510,0,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1
2587,1,408,0,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3
2588,0,415,1,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1
2589,0,415,0,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4
2590,0,510,0,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4
2591,0,415,1,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2
2592,1,415,1,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0
2593,0,408,1,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2
2594,0,408,0,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2
2595,0,408,1,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1
2596,0,415,1,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4
2597,1,415,0,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1
2598,0,408,1,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2
2599,0,408,0,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2
2600,0,415,0,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1
2601,0,415,1,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0
2602,0,415,1,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2
2603,0,510,1,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1
2604,0,408,1,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2
2605,0,510,1,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3
2606,0,510,1,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2
2607,0,415,0,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1
2608,0,415,0,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3
2609,0,415,0,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1
2610,0,408,0,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1
2611,0,415,1,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3
2612,0,415,1,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0
2613,1,408,1,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2
2614,0,415,1,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5
2615,1,408,1,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0
2616,0,415,0,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1
2617,0,415,1,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1
2618,0,415,1,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2
2619,0,510,1,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3
2620,0,415,1,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0
2621,0,408,0,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1
2622,0,510,1,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1
2623,0,510,1,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1
2624,0,415,1,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2
2625,0,415,1,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3
2626,0,415,1,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0
2627,0,415,1,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2
2628,1,415,1,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4
2629,0,415,1,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0
2630,1,415,1,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2
2631,0,510,1,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2
2632,1,415,0,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1
2633,0,408,1,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3
2634,1,510,1,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1
2635,0,408,0,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3
2636,0,408,0,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0
2637,0,415,1,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2
2638,0,510,0,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2
2639,0,408,1,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2
2640,1,415,1,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0
2641,1,415,1,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3
2642,0,415,1,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0
2643,0,415,1,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0
2644,0,510,1,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0
2645,1,415,1,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4
2646,0,510,1,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2
2647,0,408,1,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1
2648,0,510,0,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2
2649,1,415,1,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0
2650,0,510,1,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0
2651,0,415,1,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1
2652,0,415,1,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2
2653,0,510,1,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3
2654,0,415,0,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2
2655,1,415,0,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1
2656,0,408,1,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1
2657,0,415,1,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0
2658,0,415,1,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3
2659,0,415,1,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2
2660,0,408,1,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1
2661,0,510,1,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3
2662,1,415,1,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0
2663,0,408,1,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2
2664,1,415,1,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3
2665,0,415,0,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0
2666,0,415,1,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1
2667,0,510,1,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0
2668,1,510,1,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3
2669,0,415,1,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3
2670,0,510,0,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1
2671,0,408,1,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1
2672,0,510,1,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2
2673,0,415,1,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4
2674,0,415,1,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0
2675,0,408,1,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2
2676,1,408,1,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1
2677,0,415,0,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0
2678,1,510,1,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0
2679,0,510,1,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1
2680,0,415,1,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0
2681,0,408,0,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2
2682,0,415,0,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1
2683,0,408,0,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1
2684,0,510,0,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2
2685,0,415,0,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0
2686,0,510,1,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1
2687,0,415,0,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1
2688,0,415,1,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1
2689,0,415,1,0,295.3,127,50.2,127.4,100,10.83,166.8,105,7.51,9.6,6,2.59,1
2690,0,408,1,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2
2691,0,415,0,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13.0,9,3.51,2
2692,1,415,1,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2
2693,0,408,1,0,169.3,111,28.78,139.5,69,11.86,197.0,87,8.87,12.0,3,3.24,0
2694,0,510,1,0,214.4,94,36.45,138.0,149,11.73,148.7,102,6.69,9.9,1,2.67,2
2695,0,415,1,0,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16,0
2696,0,408,1,0,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67,2
2697,0,415,1,0,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35,2
2698,0,408,0,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1
2699,1,510,1,0,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0
2700,1,408,1,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5
2701,0,408,1,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0.0,0,0.0,2
2702,0,510,0,30,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3.0,1
2703,1,415,0,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0
2704,0,510,0,27,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3
2705,0,415,1,0,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1
2706,0,415,1,0,181.9,90,30.92,151.5,87,12.88,143.0,100,6.44,7.5,3,2.03,1
2707,0,510,0,9,160.1,116,27.22,210.0,121,17.85,139.1,65,6.26,10.8,9,2.92,0
2708,0,510,1,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0
2709,0,415,1,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1
2710,0,408,0,31,216.0,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89,2
2711,0,415,1,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2
2712,0,408,1,0,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92,1
2713,1,408,0,40,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2
2714,0,415,1,0,204.5,108,34.77,162.4,110,13.8,155.0,102,6.98,13.4,1,3.62,3
2715,1,408,1,0,274.0,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0
2716,0,510,1,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2
2717,0,415,1,0,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1
2718,0,510,1,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1
2719,0,415,1,0,179.4,94,30.5,270.4,92,22.98,191.0,88,8.59,7.9,4,2.13,0
2720,0,408,0,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3
2721,0,415,1,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2
2722,0,415,0,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1
2723,0,415,1,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0
2724,0,415,1,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2
2725,0,415,1,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2
2726,0,408,1,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0
2727,0,408,1,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1
2728,1,408,1,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0
2729,0,415,1,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1
2730,0,408,1,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3
2731,0,408,0,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3
2732,0,510,0,23,245.0,88,41.65,265.0,105,22.53,239.7,108,10.79,14.9,3,4.02,2
2733,0,415,1,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1
2734,0,415,1,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1
2735,0,510,0,9,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21,3
2736,0,408,0,44,116.0,85,19.72,150.1,120,12.76,246.8,98,11.11,12.0,2,3.24,1
2737,0,510,1,0,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46,1
2738,0,408,0,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2
2739,0,510,0,31,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56,1
2740,1,408,1,0,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59,4
2741,1,510,0,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2
2742,1,415,0,32,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0
2743,0,415,0,24,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9.0,13,2.43,1
2744,0,408,0,30,185.0,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2.0,0
2745,0,408,1,0,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32,2
2746,0,415,1,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1
2747,0,415,1,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0
2748,0,408,1,0,185.9,95,31.6,212.0,98,18.02,282.3,81,12.7,11.3,4,3.05,3
2749,0,415,1,0,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9.0,3,2.43,2
2750,0,415,1,0,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13,3
2751,0,415,0,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1
2752,1,408,1,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3
2753,1,510,1,0,175.7,109,29.87,211.8,97,18.0,137.9,109,6.21,9.2,3,2.48,5
2754,1,415,0,29,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6
2755,0,415,1,0,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92,1
2756,0,415,1,0,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0
2757,0,415,0,27,165.0,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08,2
2758,0,408,0,27,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0
2759,0,415,1,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0
2760,0,415,1,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1
2761,0,510,0,27,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89,2
2762,1,408,1,0,258.0,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0
2763,0,510,1,0,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51,1
2764,0,415,1,0,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37,0
2765,0,408,1,0,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10.0,4,2.7,2
2766,0,408,1,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1
2767,0,415,1,0,214.8,87,36.52,131.0,114,11.14,216.9,104,9.76,9.4,3,2.54,3
2768,1,510,1,0,251.4,118,42.74,196.6,80,16.71,192.0,53,8.64,11.0,2,2.97,0
2769,0,408,1,0,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4
2770,0,415,1,0,117.3,114,19.94,208.7,105,17.74,203.4,98,9.15,14.4,2,3.89,2
2771,0,415,1,0,264.0,108,44.88,132.2,75,11.24,177.7,91,8.0,10.6,8,2.86,3
2772,0,408,1,0,82.6,105,14.04,204.0,99,17.34,224.2,122,10.09,9.1,4,2.46,1
2773,0,415,0,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1
2774,0,408,1,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2
2775,0,408,1,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2
2776,0,415,0,25,129.0,77,21.93,290.0,110,24.65,177.1,110,7.97,11.6,5,3.13,1
2777,0,408,1,0,150.5,106,25.59,152.9,112,13.0,215.9,86,9.72,3.5,3,0.95,1
2778,0,415,0,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0
2779,0,415,1,0,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92,2
2780,0,415,0,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2
2781,0,510,1,0,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32,3
2782,0,510,1,0,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89,1
2783,0,415,0,23,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94,2
2784,1,415,1,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1
2785,0,408,1,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1
2786,0,408,1,0,183.8,113,31.25,164.7,110,14.0,111.0,87,5.0,10.1,4,2.73,1
2787,1,415,1,0,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0
2788,0,510,0,27,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4
2789,0,408,1,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0
2790,0,408,1,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0
2791,0,415,1,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2
2792,1,415,1,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0
2793,0,510,1,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2
2794,0,510,1,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2
2795,1,510,1,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5
2796,1,415,1,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4
2797,0,510,0,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1
2798,0,415,1,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1
2799,0,408,1,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1
2800,0,415,1,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3
2801,0,415,1,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2
2802,0,510,1,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1
2803,0,415,0,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3
2804,0,408,1,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2
2805,0,510,1,0,191.9,107,32.62,206.9,127,17.59,272.0,88,12.24,12.6,2,3.4,1
2806,1,415,0,28,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4
2807,0,415,1,0,180.0,88,30.6,145.0,77,12.33,233.7,120,10.52,11.5,6,3.11,2
2808,1,408,1,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2
2809,0,415,0,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1
2810,0,408,1,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1
2811,0,408,1,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11.0,3,2.97,1
2812,0,415,1,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1
2813,0,415,1,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4
2814,0,415,1,0,205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,3
2815,0,415,0,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2
2816,0,510,1,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2
2817,0,415,0,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0
2818,0,415,0,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2
2819,0,415,1,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0
2820,0,510,0,23,232.4,97,39.51,186.0,88,15.81,190.5,128,8.57,12.3,3,3.32,3
2821,0,408,1,0,165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,2
2822,0,415,1,0,199.2,106,33.86,187.3,12,15.92,214.0,85,9.63,13.3,3,3.59,3
2823,0,408,1,0,217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,0
2824,0,415,1,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3
2825,0,415,0,30,154.0,75,26.18,165.8,97,14.09,270.0,83,12.15,10.8,5,2.92,1
2826,0,408,0,31,193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,1
2827,0,415,1,0,175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,0
2828,1,510,0,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2
2829,0,408,1,0,230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,0
2830,1,408,0,33,174.9,103,29.73,248.2,105,21.1,164.6,116,7.41,13.5,3,3.65,1
2831,0,415,1,0,190.2,68,32.33,262.2,64,22.29,130.0,92,5.85,8.8,4,2.38,0
2832,0,415,1,0,176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,1
2833,0,415,1,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3
2834,0,415,1,0,228.7,90,38.88,163.0,99,13.86,154.1,90,6.93,11.8,3,3.19,1
2835,0,408,1,0,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0
2836,0,510,0,31,135.9,90,23.1,271.0,84,23.04,179.1,89,8.06,9.5,7,2.57,6
2837,1,510,1,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0
2838,0,415,1,0,130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13.0,6,3.51,0
2839,1,408,0,21,134.2,105,22.81,162.5,128,13.81,186.6,90,8.4,11.8,2,3.19,4
2840,1,415,1,0,278.0,102,47.26,266.4,114,22.64,224.1,118,10.08,13.1,4,3.54,4
2841,0,415,1,0,105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,0
2842,0,510,1,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3
2843,0,408,0,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1
2844,0,415,0,33,159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13.0,18,3.51,1
2845,0,510,1,0,212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9.0,4,2.43,1
2846,0,415,1,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1
